FULLNAME,GENDERIDENTITY,BIRTHDATE,AGE,SIGNUPDATE,MEMBERSHIPLABEL,MEMBERSHIPCATEGORY,STATUS,BEGINDATE,ENDDATE,AUTORENEW,DROPREASON,INCOMECATEGORY,LASTATTDATE,ATTTOTAL,AUTOPAY,TOTALPAYMENTAMOUNT,TOTALDURATIONDAYS,MEMBERSHIPCOUNT,MEMBERSHIPTYPE
Lori Garcia,Female,06/09/1950,75,03/12/2023,Peak Season Promo,Annual,Active,12/17/2023,09/09/2025,No,Health Issues,Wellness Plan,11/14/2024,4,ON,4972,632,4,FirstTime
Lindsay Martinez,Male,09/16/1995,29,05/24/2025,Flexi Access,Annual,Pending,05/21/2026,09/21/2027,Yes,,Standard Plan,05/21/2026,1,OFF,5673,488,3,Renewed
Hannah Patterson,Female,06/12/2009,16,12/06/2015,Gold Promo,Monthly,Inactive,11/11/2016,09/17/2018,Yes,Financial Constraints,Infinity Pass,10/11/2017,2,ON,3482,675,4,Renewed
Gloria Atkinson,Female,08/01/1969,55,08/20/2018,Starter Pass,Trial,Paused,02/27/2019,07/12/2020,Yes,Relocation,Premium Pass,05/26/2025,3,ON,4473,501,6,Reactivated
Tyler Reid,Male,12/12/1998,26,05/26/2017,Wellness Bundle,Annual,Active,05/14/2018,05/25/2020,Yes,Financial Constraints,Standard Plan,07/02/2020,3,ON,2925,742,7,Reactivated
Jessica Gross,Male,05/13/1999,26,03/28/2016,Flexi Access,Single Use,Guest,12/01/2016,10/14/2017,Yes,Schedule Conflicts,Standard Plan,11/26/2021,0,ON,2184,317,7,Referral
Robert Medina,Male,04/02/2008,17,02/16/2024,Momentum Membership,Monthly,Paused,09/23/2024,09/21/2026,Yes,Financial Constraints,Standard Plan,03/10/2025,3,ON,1869,728,3,FirstTime
Nicholas Adams,Male,12/03/1976,48,03/28/2016,Starter Pass,Trial,Active,12/27/2016,02/19/2019,Yes,Facility Dissatisfaction,Flexi Tier,05/10/2023,2,OFF,3360,784,5,FirstTime
Angelica Keith,Male,11/09/2000,24,02/12/2018,Starter Pass,Monthly,Paused,11/05/2018,05/16/2020,Yes,,Standard Plan,03/17/2022,0,ON,4404,558,3,Renewed
Leonard Gray,Female,05/07/1961,64,06/20/2024,Flexi Access,Single Use,Active,12/30/2024,12/15/2026,No,Financial Constraints,Wellness Plan,05/30/2025,3,ON,4992,715,7,Renewed
Catherine Lewis,Female,05/13/1947,78,01/29/2025,Peak Season Promo,Monthly,Paused,10/13/2025,11/24/2027,Yes,Financial Constraints,Standard Plan,10/13/2025,0,ON,5211,772,3,Renewed
Spencer Haynes,Male,05/10/1997,28,12/15/2024,Monthly Plus,Annual,Active,09/05/2025,11/05/2027,No,Lack of Results,Premium Pass,09/05/2025,1,ON,5372,791,6,Renewed
Travis Miller,Male,06/15/1963,62,09/21/2025,Zen Trial,Premium,Paused,09/03/2026,04/15/2028,Yes,Lack of Results,Standard Plan,09/03/2026,4,ON,2555,590,6,Upgraded
Peter Vaughn DDS,Female,04/20/1992,33,03/24/2024,Gold Promo,Monthly,Paused,04/25/2025,12/08/2026,Yes,Health Issues,Standard Plan,05/17/2025,1,OFF,1382,592,5,FirstTime
Anna Walker,Female,05/26/1977,48,09/21/2023,Peak Season Promo,Annual,Paused,05/26/2024,08/18/2025,Yes,,Infinity Pass,10/12/2024,1,ON,4345,449,7,Upgraded
Kevin Kennedy,Female,06/18/1990,35,10/15/2015,Annual Flex,Annual,Inactive,05/01/2016,06/25/2018,Yes,Injury,Standard Plan,04/17/2025,1,ON,4600,785,5,Referral
Patrick Rivera,Male,01/03/1980,45,05/31/2018,Starter Pass,Premium,Active,12/06/2018,01/23/2021,No,Schedule Conflicts,Standard Plan,03/20/2022,3,OFF,4838,779,5,Upgraded
David Martinez,Female,03/08/1991,34,01/18/2024,Momentum Membership,Monthly,Active,08/12/2024,04/13/2026,Yes,,Standard Plan,10/25/2024,1,ON,3427,609,7,Upgraded
Joshua Gill,Female,01/06/1958,67,01/25/2018,Starter Pass,Flex Plan,Active,12/22/2018,07/12/2020,Yes,Financial Constraints,Standard Plan,08/09/2023,3,ON,4500,568,6,Upgraded
John Hardy,Female,07/13/1957,67,10/23/2015,Momentum Membership,Annual,Inactive,09/28/2016,12/18/2017,No,Financial Constraints,Standard Plan,01/20/2025,5,ON,5136,446,3,Renewed
Diane Garcia,Female,12/22/2008,16,08/25/2023,Momentum Membership,Single Use,Trialing,05/03/2024,09/06/2025,Yes,,Standard Plan,11/23/2024,3,ON,4492,491,3,Upgraded
Christopher Smith,Male,02/11/1958,67,04/24/2016,Peak Season Promo,Seasonal,Active,02/16/2017,05/24/2018,Yes,Schedule Conflicts,Infinity Pass,07/17/2023,4,ON,3187,462,3,Transferred
William Tran,Male,03/19/1980,45,01/15/2017,Starter Pass,Premium,Suspended,10/19/2017,10/30/2018,Yes,,Flexi Tier,07/20/2021,1,OFF,636,376,5,Gifted
Sean Henry,Female,10/30/1990,34,03/09/2023,Momentum Membership,Monthly,Active,02/14/2024,05/26/2025,Yes,Relocation,Flexi Tier,03/20/2025,4,ON,978,467,4,Reactivated
Julie Alexander,Non-binary,03/23/2002,23,07/24/2025,Starter Pass,Monthly,Active,07/13/2026,03/19/2028,No,Financial Constraints,Flexi Tier,07/13/2026,3,OFF,2766,615,7,Referral
Todd Woods,Female,06/24/1957,67,08/17/2024,Momentum Membership,Monthly,Pending,02/24/2025,08/09/2026,Yes,Financial Constraints,Infinity Pass,04/19/2025,2,ON,3930,531,4,Reactivated
Benjamin Soto,Male,12/07/1998,26,08/18/2025,Flexi Access,Annual,Paused,05/25/2026,07/23/2027,Yes,Lack of Results,Legacy Plan,05/25/2026,3,ON,3189,424,5,Referral
Justin Torres,Female,12/24/1948,76,08/08/2021,Gold Promo,Monthly,Inactive,08/23/2022,10/20/2024,No,,Standard Plan,01/05/2025,0,ON,2436,789,5,Reactivated
Phillip Obrien,Female,02/06/2010,15,05/23/2024,Wellness Bundle,Monthly,Active,04/03/2025,10/30/2026,No,Financial Constraints,Premium Pass,06/12/2025,1,ON,4729,575,6,Upgraded
Joseph Hayes,Male,11/22/1996,28,01/08/2015,Momentum Membership,Monthly,Active,08/01/2015,08/16/2017,Yes,Relocation,Standard Plan,02/06/2019,3,ON,3730,746,4,FirstTime
Wanda Torres,Female,04/10/1974,51,01/22/2019,Flexi Access,Monthly,Active,10/09/2019,11/08/2020,Yes,,Premium Pass,06/23/2024,3,ON,5879,396,7,FirstTime
Natalie Meza,Male,11/11/1985,39,08/18/2023,Momentum Membership,Annual,Inactive,08/18/2024,06/20/2025,Yes,Facility Dissatisfaction,Starter Bundle,06/12/2025,5,OFF,2140,306,4,Renewed
Matthew Moore,Non-binary,01/02/1959,66,03/11/2022,Starter Pass,Annual,Active,01/02/2023,05/10/2024,Yes,,Standard Plan,05/28/2024,3,OFF,4025,494,4,FirstTime
Aaron Hayes,Female,10/17/1956,68,05/13/2024,Momentum Membership,Trial,Active,12/29/2024,05/08/2026,Yes,Relocation,Standard Plan,06/14/2025,2,OFF,1372,495,4,Transferred
David Mann,Male,02/04/1984,41,09/24/2017,Peak Season Promo,Monthly,Active,04/21/2018,05/20/2019,Yes,Financial Constraints,Standard Plan,02/09/2024,5,ON,5689,394,5,FirstTime
Michael Bradshaw,Female,03/11/1991,34,09/27/2017,Flexi Access,Trial,Inactive,07/17/2018,12/05/2019,Yes,,Premium Pass,09/20/2019,5,OFF,4173,506,7,Reactivated
Mary Peck,Male,09/14/1996,28,07/10/2017,Peak Season Promo,Flex Plan,Inactive,01/24/2018,01/23/2019,No,,Standard Plan,12/20/2019,4,ON,3870,364,4,Reactivated
Maria Kerr,Female,02/17/1973,52,02/14/2021,Gold Promo,Seasonal,Active,12/15/2021,12/09/2023,Yes,Found Alternative,Standard Plan,10/30/2022,5,OFF,5101,724,5,Upgraded
Christopher Parker,Female,03/25/1999,26,06/02/2019,Starter Pass,Monthly,Active,06/09/2020,10/23/2021,Yes,Financial Constraints,Starter Bundle,04/13/2023,2,OFF,5768,501,5,FirstTime
Donna Martinez,Male,03/07/1994,31,12/22/2016,Starter Pass,Monthly,Inactive,01/12/2018,12/31/2018,Yes,Relocation,Standard Plan,05/30/2025,1,ON,1752,353,7,Gifted
Terri Mason,Non-binary,04/05/1990,35,07/12/2023,Starter Pass,Monthly,Active,01/13/2024,11/03/2025,Yes,Injury,Flexi Tier,01/30/2024,4,OFF,4136,660,3,FirstTime
Andrew Reynolds,Male,08/05/1977,47,09/25/2025,Flexi Access,Monthly,Active,07/20/2026,07/17/2027,Yes,Financial Constraints,Wellness Plan,07/20/2026,5,ON,4759,362,6,Upgraded
Brandon Hayden,Male,06/13/1966,59,12/02/2023,Momentum Membership,Trial,Inactive,11/25/2024,10/16/2026,Yes,Found Alternative,Standard Plan,12/10/2024,1,ON,5936,690,6,Renewed
Tiffany Key,Female,11/01/1999,25,12/28/2022,Peak Season Promo,Annual,Active,09/12/2023,07/29/2024,Yes,,Flexi Tier,09/24/2024,3,ON,1046,321,7,Renewed
Andrew Avila,Female,03/12/1989,36,05/04/2018,Starter Pass,Monthly,Suspended,02/04/2019,03/18/2020,Yes,Injury,Standard Plan,04/08/2019,3,ON,1536,408,7,FirstTime
Sydney White,Female,01/30/1976,49,06/04/2021,Wellness Bundle,Annual,Paused,03/29/2022,06/01/2023,No,,Standard Plan,05/13/2024,4,ON,1025,429,6,FirstTime
Katherine Davis,Other,07/18/1983,41,10/13/2021,Annual Flex,Monthly,Trialing,06/25/2022,09/20/2023,Yes,Facility Dissatisfaction,Standard Plan,12/14/2022,1,OFF,911,452,5,FirstTime
Michael Hodge,Female,02/11/1968,57,09/25/2018,Wellness Bundle,Monthly,Active,10/28/2019,07/25/2021,Yes,Relocation,Standard Plan,11/07/2022,0,ON,5628,636,5,Referral
Donna Landry,Female,12/07/1966,58,03/16/2021,Momentum Membership,Annual,Active,09/16/2021,11/18/2022,Yes,Schedule Conflicts,Infinity Pass,04/17/2022,1,ON,967,428,3,Referral
Jordan Edwards,Female,05/18/1998,27,07/24/2015,Starter Pass,Seasonal,Active,08/02/2016,06/03/2018,No,Health Issues,Wellness Plan,05/18/2020,4,OFF,3234,670,6,Renewed
Jennifer Robertson,Female,07/05/1966,58,05/08/2017,Momentum Membership,Trial,Active,12/03/2017,07/16/2019,Yes,Injury,Standard Plan,09/27/2024,1,OFF,5398,590,4,Reactivated
Kimberly Gutierrez,Female,09/21/2009,15,03/30/2023,Starter Pass,Single Use,Completed,01/16/2024,05/06/2025,Yes,Facility Dissatisfaction,Starter Bundle,10/06/2024,3,ON,5144,476,6,Transferred
Peter Garrett,Male,09/09/1957,67,08/11/2017,Starter Pass,Annual,Active,02/20/2018,10/15/2019,Yes,Financial Constraints,Velocity Tier,02/24/2019,4,ON,4058,602,6,Referral
Joshua Pennington,Female,11/23/1994,30,10/22/2020,Momentum Membership,Monthly,Active,06/19/2021,11/14/2022,Yes,Lack of Results,Standard Plan,12/12/2021,3,ON,3729,513,5,Reactivated
Barbara Dudley,Male,12/22/1973,51,12/14/2025,Starter Pass,Monthly,Active,01/17/2027,07/13/2028,Yes,,Standard Plan,01/17/2027,4,ON,1761,543,4,Referral
Christopher Pierce,Male,01/27/1985,40,04/22/2022,Starter Pass,Trial,Active,11/16/2022,09/24/2024,Yes,Injury,Standard Plan,06/16/2024,4,ON,4471,678,7,Referral
Willie Durham,Female,05/24/1981,44,05/19/2017,Peak Season Promo,Annual,Inactive,11/17/2017,11/16/2018,Yes,Health Issues,Standard Plan,10/26/2020,5,OFF,5357,364,5,Upgraded
Ronnie Jimenez,Male,06/29/1975,49,11/17/2015,Momentum Membership,Annual,Trialing,09/10/2016,01/08/2018,No,Personal Reasons,Standard Plan,12/06/2019,1,ON,4820,485,4,Gifted
Denise Davenport,Male,01/28/1992,33,06/11/2025,Starter Pass,Monthly,Active,06/26/2026,02/24/2028,Yes,Relocation,Standard Plan,06/26/2026,4,ON,5798,608,6,Referral
Juan Reyes,Female,03/18/2009,16,08/13/2022,Spring Event,Annual,Active,05/03/2023,05/03/2024,Yes,Schedule Conflicts,Wellness Plan,06/13/2024,2,ON,4089,366,6,Gifted
Sherry Shields,Male,06/02/2005,20,01/25/2021,Momentum Membership,Monthly,Active,12/25/2021,11/20/2022,Yes,Health Issues,Premium Pass,06/26/2022,5,OFF,635,330,7,Renewed
Jennifer Villa,Non-binary,06/15/1963,62,02/09/2020,Wellness Bundle,Annual,Paused,08/20/2020,09/19/2021,Yes,Relocation,Wellness Plan,04/19/2023,5,ON,5058,395,5,Referral
Diane Evans,Female,07/02/1978,46,03/22/2020,Peak Season Promo,Monthly,Pending,12/02/2020,06/25/2022,Yes,Facility Dissatisfaction,Standard Plan,05/24/2022,0,ON,1098,570,3,FirstTime
Mrs. Brittany Ryan MD,Female,08/25/1983,41,03/01/2016,Peak Season Promo,Monthly,Active,12/05/2016,06/25/2018,Yes,Injury,Standard Plan,07/28/2020,4,ON,4935,567,4,FirstTime
Jordan Morris,Non-binary,05/16/1981,44,02/04/2022,Flexi Access,Annual,Active,02/21/2023,10/19/2024,Yes,Personal Reasons,Flexi Tier,07/17/2024,2,ON,3281,606,4,FirstTime
Laura Hall,Male,10/04/1957,67,12/27/2019,Flexi Access,Monthly,Active,12/20/2020,01/05/2022,Yes,Financial Constraints,Velocity Tier,10/18/2024,1,ON,4815,381,6,Renewed
Patrick Thornton,Female,11/28/1995,29,10/28/2020,Momentum Membership,Annual,Active,11/22/2021,11/02/2022,Yes,Personal Reasons,Flexi Tier,03/15/2023,2,ON,540,345,4,FirstTime
Matthew Hoover,Non-binary,03/28/1998,27,02/07/2020,Wellness Bundle,Annual,Suspended,11/29/2020,02/13/2022,Yes,Facility Dissatisfaction,Starter Bundle,09/20/2021,4,OFF,621,441,7,Reactivated
Andrew Shaw MD,Male,04/01/2009,16,04/15/2021,Momentum Membership,Seasonal,Active,05/09/2022,11/12/2023,Yes,Health Issues,Standard Plan,04/14/2023,1,ON,4706,552,5,Referral
Jessica Fox,Male,01/10/2002,23,07/04/2021,Starter Pass,Annual,Pending,05/29/2022,05/09/2023,Yes,Relocation,Starter Bundle,05/26/2023,5,OFF,1552,345,5,Renewed
Jennifer Pena,Female,03/13/1975,50,12/24/2017,Starter Pass,Monthly,Active,08/30/2018,09/27/2019,No,Injury,Starter Bundle,09/15/2022,4,ON,4283,393,3,FirstTime
Wayne Morgan,Female,07/13/1955,69,05/25/2019,Zen Trial,Seasonal,Active,04/08/2020,02/21/2021,Yes,Financial Constraints,Starter Bundle,01/24/2023,2,OFF,2075,319,5,FirstTime
Sarah Phelps,Female,07/10/1990,34,08/21/2021,Gold Promo,Monthly,Inactive,04/04/2022,08/26/2023,Yes,Schedule Conflicts,Standard Plan,12/19/2023,5,ON,3507,509,3,Reactivated
Eugene Higgins,Female,05/09/2001,24,01/01/2017,Peak Season Promo,Monthly,Active,01/30/2018,09/11/2019,Yes,Financial Constraints,Standard Plan,01/30/2020,0,ON,1341,589,7,Referral
Amanda Jones,Male,11/09/1994,30,04/25/2018,Momentum Membership,Single Use,Active,10/31/2018,09/14/2019,Yes,Injury,Flexi Tier,12/20/2023,0,ON,1650,318,4,Upgraded
Yolanda Francis,Female,07/10/1986,38,07/07/2019,Peak Season Promo,Trial,Guest,04/18/2020,05/10/2021,Yes,Personal Reasons,Standard Plan,07/02/2021,0,OFF,4836,387,4,Upgraded
Mark Brennan,Male,09/14/1973,51,07/29/2018,Starter Pass,Annual,Pending,05/20/2019,08/24/2020,No,Health Issues,Standard Plan,01/30/2022,0,ON,3813,462,7,Renewed
Stephanie Williams,Female,05/03/1974,51,06/19/2019,Momentum Membership,Annual,Paused,04/13/2020,06/15/2022,Yes,Facility Dissatisfaction,Standard Plan,09/12/2023,5,OFF,1308,793,7,FirstTime
James Thomas,Female,03/31/1997,28,03/27/2016,Momentum Membership,Monthly,Active,10/08/2016,08/22/2017,Yes,Facility Dissatisfaction,Premium Pass,12/05/2017,0,ON,1563,318,6,Reactivated
Rebecca Jackson,Female,01/09/1980,45,01/13/2025,Starter Pass,Single Use,Active,01/27/2026,12/17/2026,Yes,Financial Constraints,Standard Plan,01/27/2026,1,OFF,4885,324,5,Renewed
Lisa Allen,Female,08/18/1950,74,06/24/2017,Peak Season Promo,Annual,Active,04/19/2018,04/29/2020,Yes,Health Issues,Standard Plan,05/14/2023,3,ON,2496,741,3,Reactivated
Joel King,Female,10/30/2004,20,06/18/2015,Zen Trial,Seasonal,Inactive,03/10/2016,05/19/2017,Yes,Lack of Results,Starter Bundle,03/11/2025,3,ON,5298,435,4,Upgraded
Robert Santana,Female,02/03/1962,63,08/21/2024,Momentum Membership,Monthly,Inactive,06/21/2025,05/23/2026,Yes,Health Issues,Standard Plan,06/21/2025,0,ON,1893,336,6,FirstTime
Jeremy Reed,Female,07/17/1989,35,06/22/2024,Starter Pass,Monthly,Active,04/18/2025,04/18/2026,No,Relocation,Standard Plan,06/08/2025,4,OFF,5603,365,5,Renewed
Jessica Wright,Male,09/09/1983,41,05/22/2020,Wellness Bundle,Annual,Active,12/01/2020,12/02/2022,Yes,Financial Constraints,Starter Bundle,11/02/2024,4,ON,5251,731,7,Upgraded
James Webb,Female,06/10/2000,25,04/14/2022,Wellness Bundle,Annual,Inactive,05/08/2023,06/19/2024,Yes,Personal Reasons,Flexi Tier,08/20/2023,1,OFF,1095,408,6,FirstTime
Laura Haney,Male,11/30/1960,64,06/29/2016,Starter Pass,Annual,Active,03/22/2017,08/20/2018,No,Relocation,Standard Plan,02/24/2021,1,OFF,1570,516,3,Upgraded
Mary Hill,Female,09/08/1964,60,01/21/2015,Starter Pass,Annual,Active,10/18/2015,04/12/2017,Yes,,Standard Plan,02/25/2023,2,ON,2977,542,3,Upgraded
Natasha Williams,Male,04/13/1982,43,07/07/2023,Annual Flex,Trial,Paused,04/18/2024,03/17/2025,No,Facility Dissatisfaction,Infinity Pass,10/04/2024,2,ON,1063,333,5,Upgraded
Tanner Mitchell DDS,Male,11/29/1984,40,12/24/2019,Flexi Access,Premium,Active,11/14/2020,05/16/2022,Yes,Relocation,Premium Pass,12/07/2022,4,ON,808,548,3,Referral
Mark Oliver,Female,12/15/1984,40,09/25/2018,Momentum Membership,Trial,Active,08/19/2019,11/13/2020,Yes,Relocation,Wellness Plan,09/27/2019,5,ON,2304,452,3,Transferred
Mary Massey,Male,07/20/1989,35,10/29/2021,Gold Promo,Monthly,Active,06/18/2022,01/04/2024,No,Schedule Conflicts,Standard Plan,12/18/2024,2,ON,5144,565,6,Gifted
Maria Parker,Male,05/02/1986,39,05/31/2021,Spring Event,Single Use,Paused,02/09/2022,11/11/2023,Yes,Health Issues,Flexi Tier,11/18/2023,1,ON,3817,640,5,FirstTime
Morgan Davis,Female,02/24/1974,51,02/14/2020,Wellness Bundle,Annual,Active,12/29/2020,01/13/2023,No,Relocation,Standard Plan,02/23/2023,0,ON,4543,745,6,Upgraded
Casey Anderson,Female,09/05/1964,60,09/10/2020,Peak Season Promo,Annual,Pending,04/26/2021,06/20/2023,No,,Standard Plan,03/07/2024,1,ON,3279,785,6,Referral
Kiara Mcintyre,Female,07/23/1980,44,03/27/2023,Starter Pass,Trial,Active,11/16/2023,10/15/2024,No,Schedule Conflicts,Premium Pass,04/02/2024,3,ON,1970,334,5,Reactivated
Roger Olson,Female,06/24/1999,25,05/21/2020,Momentum Membership,Monthly,Suspended,01/17/2021,11/30/2021,Yes,Schedule Conflicts,Standard Plan,09/19/2022,1,OFF,2523,317,6,Reactivated
Gina Wilson,Female,12/01/1997,27,02/28/2025,Wellness Bundle,Annual,Completed,10/12/2025,08/24/2027,Yes,Financial Constraints,Flexi Tier,10/12/2025,0,OFF,1964,681,3,Upgraded
Vincent Dalton,Female,02/01/2008,17,04/21/2015,Annual Flex,Annual,Suspended,12/20/2015,01/16/2017,Yes,Relocation,Standard Plan,01/08/2019,2,OFF,2589,393,7,Reactivated
Tracy Ballard,Male,07/27/1992,32,10/07/2018,Momentum Membership,Monthly,Active,10/03/2019,10/21/2020,No,Found Alternative,Premium Pass,04/12/2020,1,OFF,2718,384,5,Upgraded
Alexis Herrera,Non-binary,04/09/1969,56,06/01/2024,Flexi Access,Monthly,Active,03/08/2025,08/17/2026,No,Health Issues,Standard Plan,06/01/2025,4,ON,2564,527,6,Reactivated
Megan Richards,Female,01/22/1975,50,10/16/2025,Flexi Access,Single Use,Active,08/27/2026,01/04/2028,No,Relocation,Wellness Plan,08/27/2026,1,OFF,5814,495,7,Transferred
Ashley Hall,Female,12/15/1998,26,09/27/2020,Momentum Membership,Annual,Trialing,06/07/2021,05/29/2023,Yes,Health Issues,Premium Pass,12/23/2022,3,OFF,4530,721,4,Upgraded
Kristina Herman,Male,02/15/1947,78,12/28/2019,Flexi Access,Single Use,Active,07/20/2020,04/11/2022,Yes,Financial Constraints,Standard Plan,04/28/2021,4,ON,3608,630,5,Renewed
Rodney Blankenship,Female,11/20/1959,65,07/30/2021,Peak Season Promo,Annual,Trialing,08/06/2022,10/10/2023,Yes,,Flexi Tier,05/17/2024,4,ON,4454,430,5,Reactivated
Charles Shah,Male,02/20/1965,60,04/22/2025,Flexi Access,Trial,Active,05/18/2026,05/31/2028,No,Relocation,Wellness Plan,05/18/2026,3,ON,3819,744,4,Reactivated
Brent Clay Jr.,Female,04/12/1965,60,10/20/2024,Peak Season Promo,Annual,Active,08/31/2025,08/17/2027,Yes,Relocation,Flexi Tier,08/31/2025,5,OFF,3478,716,5,Renewed
Natalie Bautista,Female,12/25/1974,50,04/23/2018,Wellness Bundle,Monthly,Active,03/23/2019,05/21/2021,No,Lack of Results,Premium Pass,11/13/2022,3,ON,2566,790,4,Upgraded
Brittany Perry,Female,09/27/1972,52,02/15/2022,Gold Promo,Monthly,Active,02/03/2023,10/18/2024,No,Financial Constraints,Standard Plan,05/25/2024,0,ON,3995,623,4,Renewed
Jason Lynn Jr.,Female,12/07/1951,73,10/17/2019,Starter Pass,Single Use,Active,05/25/2020,08/08/2021,No,Personal Reasons,Starter Bundle,08/07/2023,1,ON,4029,440,5,Referral
Trevor Foley,Female,07/31/1969,55,12/08/2019,Momentum Membership,Single Use,Active,09/21/2020,08/11/2021,No,Financial Constraints,Flexi Tier,04/24/2025,3,ON,4114,324,7,FirstTime
Kimberly Levine,Male,12/15/1951,73,06/20/2025,Starter Pass,Annual,Active,03/10/2026,03/01/2028,Yes,Relocation,Standard Plan,03/10/2026,5,ON,2237,722,3,FirstTime
Colton Martinez,Female,10/23/1968,56,09/23/2025,Gold Promo,Monthly,Inactive,08/15/2026,12/06/2027,No,Relocation,Standard Plan,08/15/2026,4,ON,2584,478,3,Renewed
Matthew May,Male,08/14/2000,24,08/19/2017,Peak Season Promo,Basic,Pending,09/05/2018,12/15/2019,Yes,Financial Constraints,Wellness Plan,11/10/2021,5,ON,640,466,5,FirstTime
Richard Sanchez,Male,04/23/1984,41,06/16/2017,Annual Flex,Monthly,Trialing,07/15/2018,12/01/2019,No,Facility Dissatisfaction,Premium Pass,12/02/2018,5,ON,4473,504,6,Upgraded
Andrea Hubbard,Female,09/06/1953,71,11/02/2016,Wellness Bundle,Monthly,Pending,07/07/2017,08/23/2019,Yes,Facility Dissatisfaction,Flexi Tier,01/25/2019,2,ON,3836,777,7,Renewed
Sergio Murphy,Male,12/18/1958,66,10/02/2020,Peak Season Promo,Trial,Active,09/29/2021,06/07/2023,Yes,Lack of Results,Velocity Tier,04/10/2023,3,ON,3369,616,5,Renewed
April Garrison,Female,02/02/1955,70,09/18/2019,Peak Season Promo,Trial,Active,08/16/2020,06/05/2022,Yes,Schedule Conflicts,Standard Plan,08/03/2024,2,ON,3957,658,3,Upgraded
David Thompson,Non-binary,11/26/1954,70,04/23/2023,Momentum Membership,Annual,Active,11/05/2023,12/15/2024,Yes,Relocation,Standard Plan,02/10/2024,4,ON,4730,406,7,FirstTime
Adrian Tyler,Male,06/19/1988,36,06/01/2025,Starter Pass,Trial,Active,12/10/2025,06/03/2027,Yes,Found Alternative,Premium Pass,12/10/2025,1,ON,2362,540,5,Upgraded
Christopher Williams,Female,12/17/1960,64,03/03/2017,Momentum Membership,Trial,Inactive,01/22/2018,01/05/2020,Yes,Health Issues,Premium Pass,02/11/2021,2,OFF,2970,713,4,Gifted
Nichole Alvarez,Female,09/16/1993,31,06/09/2023,Zen Trial,Trial,Active,05/11/2024,12/10/2025,Yes,Health Issues,Standard Plan,05/16/2024,5,OFF,1227,578,7,Renewed
Ashley Gordon,Female,01/25/1996,29,08/18/2024,Momentum Membership,Single Use,Suspended,04/20/2025,06/14/2026,No,Financial Constraints,Flexi Tier,04/23/2025,5,ON,5522,420,6,Upgraded
Richard Camacho,Male,12/13/2006,18,09/02/2023,Peak Season Promo,Monthly,Active,05/28/2024,07/02/2025,Yes,Schedule Conflicts,Standard Plan,01/21/2025,1,ON,1771,400,5,Upgraded
Victor Brown,Female,05/23/1979,46,05/08/2024,Starter Pass,Trial,Active,01/28/2025,08/31/2026,No,Lack of Results,Flexi Tier,02/24/2025,4,ON,4484,580,6,Reactivated
Michael Henry,Male,08/18/1976,48,03/11/2017,Peak Season Promo,Seasonal,Inactive,01/13/2018,12/26/2019,No,Injury,Standard Plan,06/19/2023,3,OFF,3690,712,3,FirstTime
Bobby Franklin,Female,08/17/2004,20,04/07/2016,Starter Pass,Trial,Active,10/21/2016,05/12/2018,Yes,Schedule Conflicts,Premium Pass,01/01/2018,2,ON,1359,568,5,FirstTime
Mark Kelley,Female,10/07/1949,75,09/24/2017,Momentum Membership,Monthly,Paused,05/06/2018,01/07/2020,No,Injury,Standard Plan,07/13/2021,4,ON,5679,611,6,Upgraded
Kerry Chavez DDS,Male,08/20/1966,58,12/01/2018,Wellness Bundle,Annual,Guest,12/21/2019,11/20/2021,No,,Infinity Pass,12/13/2023,4,ON,3821,700,5,Upgraded
Sarah Curtis,Female,12/11/1951,73,04/06/2016,Momentum Membership,Monthly,Paused,01/10/2017,12/14/2018,Yes,Health Issues,Standard Plan,02/25/2019,3,ON,4912,703,3,FirstTime
Cindy Hayes,Female,06/24/1995,29,03/27/2022,Momentum Membership,Annual,Active,12/02/2022,05/21/2024,Yes,Lack of Results,Standard Plan,07/04/2023,3,ON,1059,536,6,Upgraded
Jesse Perry,Male,05/07/1960,65,03/24/2020,Flexi Access,Monthly,Active,10/18/2020,11/06/2021,Yes,,Premium Pass,11/20/2022,3,ON,4401,384,7,FirstTime
